video_id,autor,fecha,likes,texto,titulo_video,canal,fecha_video,año_video,tema
qjkv3zZUKMw,@natalialopezsanchez203,2023-10-24T09:54:23Z,0,Hola!!! Estoy realizando un documental y me gustaría poder hablar sobre las imágenes de archivo que utilizáis:) gracias!!,Historia del movimiento LGTBI en España - IDAHOBIT 2023,Kifkif,2023-05-22T06:01:51Z,2023,lgtbi
qjkv3zZUKMw,@عربي-ك7ن,2025-09-08T07:11:34Z,0,I need help. Can you help me? I am being persecuted and abused.,Historia del movimiento LGTBI en España - IDAHOBIT 2023,Kifkif,2023-05-22T06:01:51Z,2023,lgtbi
qjkv3zZUKMw,@dubon9999,2023-05-22T06:48:02Z,1,"Envío todo mi amor y apoyo a todas las personas LGBT del mundo ❤🧡💛💚💙💜 Todos ustedes son importantes y muy valiosos a pesar de que vivimos en un mundo que les hace creer lo contrario. Recuerden siempre estar orgullosos de ser quienes son 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈 Todos ustedes hacen de este mundo un lugar mejor ❤🧡💛💚💙💜 Las personas LGBT son un arcoíris de amor en un mundo lleno de odio, pero a diferencia de nuestros compañeros heterosexuales, todos nosotros estamos unidos bajo una misma bandera 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈 La bandera del amor LGBT ❤🧡💛 💚💙💜 Y todos debemos estar unidos contra el odio, la violencia, la discriminación y la intolerancia ❤🧡💛💚💙💜 Todos somos como una gran familia y debemos luchar para destruir el odio ❤🧡💛💚💙💜 Recuerden, las personas LGBT son amor y el amor siempre gana ❤🧡💛💚💙💜 No me importa tu raza, nacionalidad, sexo biológico, estado de salud, religión o cualquier otra condición ❤🧡💛💚💙💜 Si eres una persona LGBT tienes todo mi amor y mi apoyo ❤🧡💛💚💙💜 Ustedes no están solos en esta lucha y todas las personas LGBT de todo el mundo deben entender este mensaje, porque solo unidos venceremos contra el odio y no debemos permitir que nada ni nadie nos divida a nosotros. Nunca se sientan mal por ser quienes son y nunca permitan que este mundo cruel cambie lo que realmente son o apague su luz y su brillo ❤🧡💛💚💙💜 Todos ustedes nacieron así y recuerden personas LGBT de todo el mundo, al final, el amor siempre gana ❤🧡💛💚💙💜",Historia del movimiento LGTBI en España - IDAHOBIT 2023,Kifkif,2023-05-22T06:01:51Z,2023,lgtbi
Q9GKXpuZD-U,@melabufabro,2023-08-04T12:03:37Z,24,La señora homofobica cuando cobra del estado:,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@sr.loquendero2k7,2025-06-23T05:21:48Z,0,Lo sacaron hoy hace 2 años OMG,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@Kinu_the_fox,2023-07-06T16:17:28Z,28,"Orgulloso de tener trabajo, haber completado los estuidos, haber ganado una competición, de tener una buena familia... Eso es motivo de estar orgulloso...",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@crayingmaster5774,2026-02-03T11:05:14Z,0,J’adore cette vidéo continuez comme ça ?! ❤,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@gatitoiberico,2023-07-01T19:37:16Z,0,Esta salió en Aida jugando a  las cartas con Eugenia,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@Alexander-in3jq,2024-01-16T00:41:38Z,1,Er moso corto de españa viba es españa mevoy de Venezuela para es españa,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@ximetyy,2025-10-18T10:36:12Z,0,Lo que me gustaría saber quien a firmado un consentimiento para que mi hija menos de edad de tan solo 9 años salga en dicho anuncio,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@sergionator1007,2023-06-23T19:10:27Z,76,"Dicen que ahora pueden hacer las cosas sin miedo no que va ahora los que tenemos miedo somos los demás que si decimos una opinion nos denuncian o nos señalan o nos insultan y nos tachan de cualquier cosa, me gustaria mucho ver que me expliquen lo que ha ocurrido con la cajera de Málaga y verán lo que digo",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@joaquinmendez3396,2024-07-13T23:57:29Z,3,La niña me va a hacer bisabuela cómo? Con la crema 🧴 de un tanque de nitrógeno líquido 🫠🫠🫠🫠. La Nina ama hacer 🫓🫓🫓🫓 con 🧅🧅🧅🧅,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@lonchafinista4990,2023-06-23T18:24:17Z,44,"Antonio le daba mandanga de la buena a Vicentet. Se conocieron haciendo la mili, en Algeciras.

Me he emocionado.",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@pepitogrillo2323,2023-08-01T12:12:38Z,2,Cuanto a costado esto???,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@evanmontes1816,2023-06-23T20:04:51Z,20,"A mi abuelo le hacía tracción inversa de forma regular su sargento y no presumía precisamente de tales encuentros ... por lo menos llegó a cabo , su mayor orgullo era haber recuperado la capacidad de permanecer sentado tras las furtivas declaraciones de amor del sargento. En esa época aun no imperaba el ""no es no"".
El ministerio podría hacer un documental del héroe que fue mi abuelo, ya fenecido. (DEP).
Hasta su lecho de muerte defendió que todo lo hizo por la patria.

Es curioso que el nombre del señor que menciona la anciana corresponde al del sargento de mi abuelo.
Pura serendipia.",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@asturmark,2023-06-23T09:57:25Z,62,"Ostras que pasada!!! Los patriotillas de banderita van a echar espuma por la boca, pero de esta España yo también estoy orgulloso. Viva España!",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@marianovoaportela5424,2023-06-23T14:23:51Z,40,Esa España sí mola y produce orgullo! Qué anuncio tan bonito.,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@lanferj,2024-11-07T16:30:44Z,2,A esta también le metió mano Errejon?,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@CrystalSierra-ek4oo,2024-02-19T16:28:54Z,8,Qué bonito saludes desde Honduras 🇭🇳,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@mariogalli5933,2024-08-14T20:54:15Z,3,"España es un país libre. Con una deuda externa inpagable, con una baja terrible de la calidad de los servicios estatales, y con un incremento galopante de la, delincuencia",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@getadima6550,2023-06-26T23:44:37Z,27,1000 euro al mes el salario medio en España ....y 1200 euro el alquiler ...hay hermano jajjaja😂,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@alvaroxxz_2124,2023-07-15T22:50:27Z,7,Rojos,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@joaquinmendez3396,2024-06-30T04:47:20Z,0,Batalla cultural 😢😢😢😢😢.,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@JesusGonzalez-mb7lw,2023-06-23T13:32:37Z,29,"enhorabuena por el vídeo 
El anuncio es pura verdad 
Cuantas vidas mal vívidas por no haberla vivida como se hubiera deseado.",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@yolandaquirosmorales3483,2023-06-23T10:51:38Z,29,Exactamente es lo que vivió mi madre. Así lo expresaba. Genial y representativo video.,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@golfilloz,2023-10-13T18:45:43Z,2,Dejaron los seminarios y ahora cobran de chiringuitos  subvencionados por los políticos. Pero a los niños no los sueltan.,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@pitarch_,2023-06-23T15:43:11Z,25,Que maravilla. Imposible no emocionarse. Este ministerio está haciendo historia. Gracias,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@joroag5549,2023-06-24T16:07:08Z,37,Hospitales y carreteras,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@anagabrielortize7062,2023-09-19T20:35:56Z,6,Ministerio de desigualdad,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@erikzelada5578,2023-06-23T13:26:38Z,20,"Lol, cuántos bots con la banderita del abecedario",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@JesúsMaríaBusteloAcevedo,2023-06-27T20:29:33Z,9,"Qe vonita es hespaña, graxia hirene 👍",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@getadima6550,2023-07-11T12:16:35Z,15,Hay niños sin comida en 2023 en España ... Antonio,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@josemiguelantoligastesi8137,2023-06-28T04:51:22Z,10,"Me ha gustado el vídeo. Bonito, sirve. Primer comentario positivo que me suscita el ministerio de igualdad. Dejaron lo bueno para el final😂🎉",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@elcarioficial,2023-06-28T14:18:17Z,22,Gracias por este anuncio!! Es tan bonito y necesario ❤️🏳️‍🌈🏳️‍🌈❤️,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@TjJomaron-ii7ng,2023-08-15T20:55:30Z,4,Gracias España. Por esto igualdad LGTB 🏳️‍🌈😊,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@javiherasheras9524,2023-06-27T20:01:30Z,12,"Cada vez está más claro que los que pagamos no controlamos a donde va nuestro dinero. Y eso no puede ser. ¿Por qué no se pone una X en la declaración? Ah, claro, igual no llegaban los cuartos para chiringuitos...
Ahora venid en masa a criticarme.  No os tengo miedo.",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@jesusriaza4678,2023-06-24T09:53:48Z,22,Una pasada de spot  bravo por el equipo de igualdad y a la actriz Silvia casanova actriz de ( el pueblo),España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@mii3910,2023-07-31T20:56:40Z,7,"Que anuncio tan bello. He llorado viéndolo, pensando en los que se suele decir de las personas mayores: ""es que son de otra generación, y eso no se hacía"" ay... Que bello. ❤",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@isabelrodriguezlopez8081,2023-06-24T08:58:11Z,15,"Ole por esta abuela, y por el Ministerio de Igualdad!!! Defendamoslo!!!",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@katerinasantos5711,2023-06-25T08:18:28Z,44,La unica verdad que dice es que cuanto ha cambiado todo...ahora nadie puede expresar su opinión en nada! y si es contraria te bombardean🤦🏻‍♀️,España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
Q9GKXpuZD-U,@felipejiro1018,2023-06-23T21:21:31Z,25,"Efectivamente, ¡qué orgullo! Súper bonito el vídeo. Adelante!!! Para atrás ni para tomar impulso!",España es #OrgullosamenteDiferente,Ministerio de Igualdad,2023-06-23T09:22:19Z,2023,lgtbi
