id,indexed_date,language,media_name,media_url,publish_date,title,url
af0b1d2c73cb582bcd9b54d592d73e94a971032e172e61c886b831de1c1bb9c1,2026-06-16 00:23:21.603661+00:00,ca,elperiodico.cat,elperiodico.cat,2016-07-05,"'Tu i jo som tres', per Ferran Monegal",https://www.elperiodico.cat/videos/opinio/tu-i-jo-som-tres-per-ferran-monegal/3777971.shtml?utm_source=rss-videos&utm_medium=feed&utm_campaign=opinio
f5cf969864ef46154f2f0f48557077fb69fea4171f799ca3b1eef66966bb0f87,2026-03-26 02:37:40.412358+00:00,es,rtve.es,rtve.es,2016-07-23,III Premios Platino: a por la consolidación de los 'Oscars latinos' con Ricardo Darín como estandarte,https://www.rtve.es/noticias/20160723/iii-premios-platino-a-por-consolidacion-oscars-latinos-con-ricardo-darin-como-estandarte/1373901.shtml
e15391955f5045c9e74785b2f20d40a2fd37b89750f63ca38847259a8c0204eb,2026-03-26 02:27:39.758088+00:00,es,rtve.es,rtve.es,2016-07-29,"Ricardo Darín: ""Me temblaría el pulso si pudiera estar cerca de Scorsese o Allen, pero no funciono por nombres""",https://www.rtve.es/noticias/20160729/ricardo-darin-temblaria-pulso-si-pudiera-estar-cerca-scorsese-allen-pero-no-funciono-por-nombres/1378500.shtml
066427284e5c74f2b34297ecdf6a85485f673ebbfa6035abb51b372330bb8f21,2026-02-18 15:23:37.278430+00:00,es,canarias24horas.com,canarias24horas.com,2016-02-10,Estos son los mejores alimentos para luchar contra el envejecimiento,http://www.canarias24horas.com/sociedad/salud/item/109226-estos-son-los-mejores-alimentos-para-luchar-contra-el-envejecimiento
5ea5fab4692855e4095cc7c2aaee87005a1cab20a858604969b1d937703603ac,2026-01-19 04:35:44.012297+00:00,es,elimparcial.es,elimparcial.es,2016-02-02,Los secundarios: ¿un Goya con dueño?,https://www.elimparcial.es/noticia/161151/actores-reparto/los-secundarios-un-goya-con-dueno.html
e6bb9f46f2d263880f9af61d23494221f8c6c0c66043eefb2fdc208d54a21760,2026-01-19 04:35:33.934016+00:00,es,elimparcial.es,elimparcial.es,2016-02-05,"Paula Ortiz: “En una época tan líquida, son necesarios los relatos de raíz”",https://www.elimparcial.es/noticia/161271/cultura/paula-ortiz-en-una-epoca-tan-liquida-son-necesarios-los-relatos-de-raiz.html
825b9dd9699593bd676e518d3ec565c598e7b54acd7cce0b39064cdffeeec8c3,2026-01-19 04:20:44.192833+00:00,es,elimparcial.es,elimparcial.es,2016-01-17,La chica danesa: exquisita transexualidad,https://www.elimparcial.es/noticia/160504/criticas-de-cine/la-chica-danesa-exquisita-transexualidad.html
b2810ee25b5cb330044ee228498672554444c9c1b38965520e3dd9dbb36b6d64,2026-01-19 03:18:49.784363+00:00,es,elimparcial.es,elimparcial.es,2016-02-04,Truman: morirse sin melodrama,https://www.elimparcial.es/noticia/161256/criticas-de-cine/truman-morirse-sin-melodrama.html
93518d32c6a382972fd4d6d272a96b18d333a2417b227e955fdd9112fa1f0f44,2025-08-25 06:10:42.781592+00:00,es,antena3.com,antena3.com,2016-01-02,Detienen a 11 personas en Senegal por participar en una boda homosexual,http://www.antena3.com/noticias/mundo/detienen-personas-senegal-participar-boda-homosexual_2015122700077.html
10e28db8fa101d4a398bcd7b26891e14f1f598f04cd915bb4c1753a64e9748b4,2025-08-25 03:33:03.102289+00:00,es,hoy.es,hoy.es,2016-10-10,Los jóvenes plantan cara al sarasa o marimacho,http://www.hoy.es/extremadura/201610/10/tolerancia-cero-frente-sarasa-20161010131414.html
